[08-Aug-2025 21:28:22 UTC] PHP Fatal error:  Cannot redeclare AFI_Admin::register_settings() in C:\laragon\www\wordpress\wp-content\plugins\auto-featured-image\admin\class-afi-admin.php on line 237
[09-Aug-2025 05:53:47 UTC] PHP Warning:  mysqli_real_connect(): (HY000/2002): No connection could be made because the target machine actively refused it in C:\laragon\www\wordpress\wp-includes\class-wpdb.php on line 1988
[09-Aug-2025 05:53:47 UTC] PHP Warning:  mysqli_real_connect(): (HY000/2002): No connection could be made because the target machine actively refused it in C:\laragon\www\wordpress\wp-includes\class-wpdb.php on line 1988
[09-Aug-2025 05:53:47 UTC] PHP Warning:  mysqli_real_connect(): (HY000/2002): No connection could be made because the target machine actively refused it in C:\laragon\www\wordpress\wp-includes\class-wpdb.php on line 1988
[09-Aug-2025 09:15:50 UTC] PHP Warning:  mysqli_real_connect(): (HY000/2002): No connection could be made because the target machine actively refused it in C:\laragon\www\wordpress\wp-includes\class-wpdb.php on line 1988
[09-Aug-2025 09:15:50 UTC] PHP Warning:  mysqli_real_connect(): (HY000/2002): No connection could be made because the target machine actively refused it in C:\laragon\www\wordpress\wp-includes\class-wpdb.php on line 1988
[09-Aug-2025 09:15:50 UTC] PHP Warning:  mysqli_real_connect(): (HY000/2002): No connection could be made because the target machine actively refused it in C:\laragon\www\wordpress\wp-includes\class-wpdb.php on line 1988
[09-Aug-2025 09:15:50 UTC] PHP Warning:  mysqli_real_connect(): (HY000/2002): No connection could be made because the target machine actively refused it in C:\laragon\www\wordpress\wp-includes\class-wpdb.php on line 1988
[11-Aug-2025 04:51:12 UTC] Automatic updates starting...
[11-Aug-2025 04:51:17 UTC] Automatic updates complete.
[17-Jul-2026 07:49:59 UTC] Automatic updates starting...
[17-Jul-2026 07:50:01 UTC]   Automatic plugin updates starting...
[17-Jul-2026 07:50:01 UTC]   Automatic plugin updates complete.
[17-Jul-2026 07:50:02 UTC]   Automatic theme updates starting...
[17-Jul-2026 07:50:02 UTC]   Automatic theme updates complete.
[17-Jul-2026 07:50:02 UTC] Automatic updates complete.
